timestamp,fear_greed,value_classification,close,close_tomorrow,returns,change_btc
2022-04-22,26,Fear,39740.3203125,39486.73046875,-0.0063811726165236005,1.0178311199914862
2022-04-23,24,Extreme Fear,39486.73046875,39469.29296875,-0.0004416040475622163,1.0173816416491632
2022-04-24,24,Extreme Fear,39469.29296875,40458.30859375,0.025057850055308917,1.042875038274632
2022-04-25,23,Extreme Fear,40458.30859375,38117.4609375,-0.057858267871623625,0.9825360949535085
2022-04-26,27,Fear,38117.4609375,39241.12109375,0.029478882606909007,1.0115001611536938
2022-04-27,21,Extreme Fear,39241.12109375,39773.828125,0.013575224570606004,1.0252315029945593
2022-04-28,24,Extreme Fear,39773.828125,38609.82421875,-0.02926557389929385,0.995227514679788
2022-04-29,23,Extreme Fear,38609.82421875,37714.875,-0.023179313474195662,0.9721588241388806
2022-04-30,20,Extreme Fear,37714.875,38469.09375,0.019997911964443782,0.991599970719467
2022-05-01,22,Extreme Fear,38469.09375,38529.328125,0.001565786170879102,0.9931526042406637
2022-05-02,28,Fear,38529.328125,37750.453125,-0.020215120218891713,0.9730759049502332
2022-05-03,27,Fear,37750.453125,39698.37109375,0.051599856624237495,1.0232864821301655
2022-05-04,21,Extreme Fear,39698.37109375,36575.140625,-0.07867402068901796,0.9427804202642645
2022-05-05,27,Fear,36575.140625,36040.921875,-0.014606061408683924,0.9290101115509798
2022-05-06,22,Extreme Fear,36040.921875,35501.953125,-0.014954355270636377,0.9151173642928329
2022-05-07,23,Extreme Fear,35501.953125,34059.265625,-0.040636848764922684,0.8779298783579104
2022-05-08,18,Extreme Fear,34059.265625,30296.953125,-0.11046369999353145,0.7809504956596246
2022-05-09,11,Extreme Fear,30296.953125,31022.90625,0.02396125848050934,0.7996630523466067
2022-05-10,10,Extreme Fear,31022.90625,28936.35546875,-0.06725839173272163,0.7458790015176948
2022-05-11,12,Extreme Fear,28936.35546875,29047.751953125,0.003849706798608521,0.7487504169807768
2022-05-12,12,Extreme Fear,29047.751953125,29283.103515625,0.008102229834508146,0.7548169649478389
2022-05-13,10,Extreme Fear,29283.103515625,30101.265625,0.027939733537411415,0.7759063498179991
2022-05-14,9,Extreme Fear,30101.265625,31305.11328125,0.03999325713567892,0.8069373719794763
2022-05-15,10,Extreme Fear,31305.11328125,29862.91796875,-0.046069001557128786,0.7697625729332485
2022-05-16,14,Extreme Fear,29862.91796875,30425.857421875,0.018850785235190015,0.7842732018777004
2022-05-17,8,Extreme Fear,30425.857421875,28720.271484375,-0.05605711989808215,0.7403091049671894
2022-05-18,12,Extreme Fear,28720.271484375,30314.333984375,0.05550304428240649,0.781398514002852
2022-05-19,13,Extreme Fear,30314.333984375,29200.740234375,-0.036734890846488066,0.7526939248833492
2022-05-20,13,Extreme Fear,29200.740234375,29432.2265625,0.007927413013061102,0.7586608404983215
2022-05-21,13,Extreme Fear,29432.2265625,30323.72265625,0.030289794482822652,0.7816405214391812
2022-05-22,14,Extreme Fear,30323.72265625,29098.91015625,-0.04039123144227663,0.7500690982330694
2022-05-23,10,Extreme Fear,29098.91015625,29655.5859375,0.019130468401079792,0.7644182714154436
2022-05-24,12,Extreme Fear,29655.5859375,29562.361328125,-0.003143576713387941,0.7620152639381338
2022-05-25,11,Extreme Fear,29562.361328125,29267.224609375,-0.009983529917456657,0.7544076617530489
2022-05-26,12,Extreme Fear,29267.224609375,28627.57421875,-0.02185551924250806,0.7379196905849096
2022-05-27,12,Extreme Fear,28627.57421875,28814.900390625,0.006543557286537771,0.7427483103531162
2022-05-28,13,Extreme Fear,28814.900390625,29445.95703125,0.02190035821988534,0.759014764417064
2022-05-29,14,Extreme Fear,29445.95703125,31726.390625,0.07744470968730455,0.8177964424957214
2022-05-30,10,Extreme Fear,31726.390625,31792.310546875,0.0020777630413166825,0.8194956297192593
2022-05-31,16,Extreme Fear,31792.310546875,29799.080078125,-0.06269536357891181,0.768117053262681
2022-06-01,17,Extreme Fear,29799.080078125,30467.48828125,0.02243049790035867,0.7853463012131192
2022-06-02,13,Extreme Fear,30467.48828125,29704.390625,-0.02504629358369581,0.7656762871880658
2022-06-03,10,Extreme Fear,29704.390625,29832.9140625,0.004326748833952898,0.7689891761708422
2022-06-04,14,Extreme Fear,29832.9140625,29906.662109375,0.00247203631266113,0.7708901453383799
2022-06-05,10,Extreme Fear,29906.662109375,31370.671875,0.048952630028413324,0.8086272454156793
2022-06-06,13,Extreme Fear,31370.671875,31155.478515625,-0.006859698773187373,0.8030803060923355
2022-06-07,15,Extreme Fear,31155.478515625,30214.35546875,-0.03020730515832104,0.7788214142195664
2022-06-08,17,Extreme Fear,30214.35546875,30111.998046875,-0.003387708269364409,0.7761829944742566
2022-06-09,11,Extreme Fear,30111.998046875,29083.8046875,-0.03414563715680452,0.7496797315776567
2022-06-10,13,Extreme Fear,29083.8046875,28360.810546875,-0.024858994495164377,0.7310434472572314
2022-06-11,12,Extreme Fear,28360.810546875,26762.6484375,-0.056351073137826724,0.6898483644939102
2022-06-12,14,Extreme Fear,26762.6484375,22487.388671875,-0.15974726027617203,0.5796469782600099
2022-06-13,11,Extreme Fear,22487.388671875,22206.79296875,-0.012477914053041661,0.5724141930841762
2022-06-14,8,Extreme Fear,22206.79296875,22572.83984375,0.01648355417709846,0.5818496134476193
2022-06-15,7,Extreme Fear,22572.83984375,20381.650390625,-0.09707194434960298,0.525368340151194
2022-06-16,7,Extreme Fear,20381.650390625,20471.482421875,0.004407495444594733,0.5276838987171447
2022-06-17,9,Extreme Fear,20471.482421875,19017.642578125,-0.07101780974085614,0.49020894399473736
2022-06-18,6,Extreme Fear,19017.642578125,20553.271484375,0.0807475952890373,0.5297921374114908
2022-06-19,6,Extreme Fear,20553.271484375,20599.537109375,0.002251010260589048,0.5309847049487835
2022-06-20,9,Extreme Fear,20599.537109375,20710.59765625,0.0053914098304885805,0.5338474611068834
2022-06-21,9,Extreme Fear,20710.59765625,19987.029296875,-0.034937106663198714,0.5151963754163144
2022-06-22,11,Extreme Fear,19987.029296875,21085.876953125,0.05497803800296652,0.5435208613229431
2022-06-23,11,Extreme Fear,21085.876953125,21231.65625,0.006913598955313738,0.5472785465819766
2022-06-24,11,Extreme Fear,21231.65625,21502.337890625,0.012748964915301864,0.5542557815712477
2022-06-25,14,Extreme Fear,21502.337890625,21027.294921875,-0.02209261947079333,0.5420108194995069
2022-06-26,14,Extreme Fear,21027.294921875,20735.478515625,-0.013877981325425726,0.5344888034683141
2022-06-27,12,Extreme Fear,20735.478515625,20280.634765625,-0.02193553187871977,0.5227645072810161
2022-06-28,10,Extreme Fear,20280.634765625,20104.0234375,-0.008708372798288844,0.5182120790658992
2022-06-29,13,Extreme Fear,20104.0234375,19784.7265625,-0.01588223750298734,0.5099817117492577
2022-06-30,11,Extreme Fear,19784.7265625,19269.3671875,-0.02604834458398897,0.49669753239008047
2022-07-01,11,Extreme Fear,19269.3671875,19242.255859375,-0.0014069651515379311,0.49599869627115273
2022-07-02,14,Extreme Fear,19242.255859375,19297.076171875,0.002848954556089245,0.4974117740167088
2022-07-03,11,Extreme Fear,19297.076171875,20231.26171875,0.04841073013105235,0.5214918411726397
2022-07-04,14,Extreme Fear,20231.26171875,20190.115234375,-0.0020338071321012174,0.5204312273467302
2022-07-05,19,Extreme Fear,20190.115234375,20548.24609375,0.017737930428710857,0.5296626002503351
2022-07-06,18,Extreme Fear,20548.24609375,21637.587890625,0.053013857820514154,0.5577420580328502
2022-07-07,18,Extreme Fear,21637.587890625,21731.1171875,0.004322538045727464,0.5601529192983995
2022-07-08,20,Extreme Fear,21731.1171875,21592.20703125,-0.006392223420980114,0.5565722966883299
2022-07-09,24,Extreme Fear,21592.20703125,20860.44921875,-0.03388990349346599,0.5377101152664256
2022-07-10,24,Extreme Fear,20860.44921875,19970.556640625,-0.04265931997884009,0.5147717674034162
2022-07-11,22,Extreme Fear,19970.556640625,19323.9140625,-0.03237979740682695,0.4981035618641394
2022-07-12,16,Extreme Fear,19323.9140625,20212.07421875,0.04596171114078618,0.5209972538927357
2022-07-13,15,Extreme Fear,20212.07421875,20569.919921875,0.017704551212910147,0.5302212764560651
2022-07-14,18,Extreme Fear,20569.919921875,20836.328125,0.012951348577769028,0.5370883570307973
2022-07-15,15,Extreme Fear,20836.328125,21190.31640625,0.01698899533192111,0.5462129486212227
2022-07-16,21,Extreme Fear,21190.31640625,20779.34375,-0.01939436147960416,0.5356194972508223
2022-07-17,24,Extreme Fear,20779.34375,22485.689453125,0.08211740099467768,0.5796031782871357
2022-07-18,20,Extreme Fear,22485.689453125,23389.43359375,0.0401919693193753,0.6028985714462647
2022-07-19,30,Fear,23389.43359375,23231.732421875,-0.006742410894342465,0.5988335815499619
2022-07-20,31,Fear,23231.732421875,23164.62890625,-0.0028884421706671937,0.5971038853798013
2022-07-21,34,Fear,23164.62890625,22714.978515625,-0.01941107679491816,0.58551345600615
2022-07-22,33,Fear,22714.978515625,22465.478515625,-0.010983941711781742,0.5790822103339146
2022-07-23,31,Fear,22465.478515625,22609.1640625,0.006395837363315726,0.5827859259711997
2022-07-24,30,Fear,22609.1640625,21361.701171875,-0.05517510011323534,0.5506306541611542
2022-07-25,30,Fear,21361.701171875,21239.75390625,-0.005708686992848544,0.5474872761078807
2022-07-26,26,Fear,21239.75390625,22930.548828125,0.0796052030234431,0.5910701118752004
2022-07-27,28,Fear,22930.548828125,23843.88671875,0.0398306162434614,0.6146127986742813
2022-07-28,32,Fear,23843.88671875,23804.6328125,-0.0016462880701044735,0.6136009689560903
2022-07-29,39,Fear,23804.6328125,23656.20703125,-0.006235163651508224,0.609775066497925
2022-07-30,42,Fear,23656.20703125,23336.896484375,-0.013497960448739299,0.6015443467677086
2022-07-31,39,Fear,23336.896484375,23314.19921875,-0.0009725914343493569,0.6009592898886611
2022-08-01,33,Fear,23314.19921875,22978.1171875,-0.014415336683737068,0.5922962593916965
2022-08-02,31,Fear,22978.1171875,22846.5078125,-0.0057275961266136655,0.5889038256305968
2022-08-03,34,Fear,22846.5078125,22630.95703125,-0.009434736504108754,0.5833476732095105
2022-08-04,30,Fear,22630.95703125,23289.314453125,0.029091011085651708,0.6003178468376376
2022-08-05,31,Fear,23289.314453125,22961.279296875,-0.014085221654344782,0.5918622369018705
2022-08-06,31,Fear,22961.279296875,23175.890625,0.009346662498644243,0.5973941734758849
2022-08-07,30,Fear,23175.890625,23809.486328125,0.02733856978257987,0.6137260757751619
2022-08-08,30,Fear,23809.486328125,23164.318359375,-0.02709709734425869,0.5970958805571724
2022-08-09,42,Fear,23164.318359375,23947.642578125,0.033815983988709775,0.6172872652938184
2022-08-10,31,Fear,23947.642578125,23957.529296875,0.00041284726535173455,0.6175421106532314
2022-08-11,41,Fear,23957.529296875,24402.818359375,0.018586602023192844,0.6290201200965055
2022-08-12,42,Fear,24402.818359375,24424.068359375,0.0008708010561344626,0.6295678714814154
2022-08-13,46,Fear,24424.068359375,24319.333984375,-0.004288162539464846,0.6268681821188782
2022-08-14,47,Neutral,24319.333984375,24136.97265625,-0.007498615226969818,0.6221675388231387
2022-08-15,45,Fear,24136.97265625,23883.291015625,-0.010510085263709001,0.6156285049417956
2022-08-16,44,Fear,23883.291015625,23335.998046875,-0.02291530796119967,0.6015211881613614
2022-08-17,41,Fear,23335.998046875,23212.73828125,-0.005281958173694035,0.5983439784049023
2022-08-18,30,Fear,23212.73828125,20877.552734375,-0.10059931398792521,0.5381509846485631
2022-08-19,33,Fear,20877.552734375,21166.060546875,0.013819043648011897,0.5455877165946422
2022-08-20,29,Fear,21166.060546875,21534.12109375,0.01738918520335342,0.5550750424431812
2022-08-21,27,Fear,21534.12109375,21398.908203125,-0.006279006699941081,0.5515897225327103
2022-08-22,29,Fear,21398.908203125,21528.087890625,0.006036741981122917,0.5549195273670795
2022-08-23,28,Fear,21528.087890625,21395.01953125,-0.006181150878381003,0.5514894860430637
2022-08-24,25,Extreme Fear,21395.01953125,21600.904296875,0.009623023027591993,0.5567964820667309
2022-08-25,25,Extreme Fear,21600.904296875,20260.01953125,-0.06207539958496022,0.5222331179549384
2022-08-26,27,Fear,20260.01953125,20041.73828125,-0.010773990107132536,0.516606583508475
2022-08-27,28,Fear,20041.73828125,19616.814453125,-0.021201944769558057,0.5056535192573383
2022-08-28,28,Fear,19616.814453125,20297.994140625,0.03472427641744291,0.5232119718314828
2022-08-29,24,Extreme Fear,20297.994140625,19796.80859375,-0.024691382971281484,0.5102931446598323
2022-08-30,27,Fear,19796.80859375,20049.763671875,0.012777568511970205,0.5168134502769121
2022-08-31,23,Extreme Fear,20049.763671875,20127.140625,0.0038592451457939436,0.5188079600761742
2022-09-01,20,Extreme Fear,20127.140625,19969.771484375,-0.007818752974256604,0.5147515287952606
2022-09-02,25,Extreme Fear,19969.771484375,19832.087890625,-0.006894600364241943,0.5112025227173348
2022-09-03,21,Extreme Fear,19832.087890625,19986.712890625,0.007796708085036963,0.5151882195592963
2022-09-04,20,Extreme Fear,19986.712890625,19812.37109375,-0.008722884940063236,0.5106942919976045
2022-09-05,23,Extreme Fear,19812.37109375,18837.66796875,-0.04919669232863699,0.48556982204020727
2022-09-06,22,Extreme Fear,18837.66796875,19290.32421875,0.024029314602578067,0.49723773205552924
2022-09-07,24,Extreme Fear,19290.32421875,19329.833984375,0.0020481649337233954,0.4982561569420495
2022-09-08,20,Extreme Fear,19329.833984375,21381.15234375,0.10612188190716765,0.5511320379885729
2022-09-09,22,Extreme Fear,21381.15234375,21680.5390625,0.014002365912589188,0.55884919045064
2022-09-10,28,Fear,21680.5390625,21769.255859375,0.004092001431295067,0.5611360021378421
2022-09-11,26,Fear,21769.255859375,22370.44921875,0.027616624254801714,0.5766326842647245
2022-09-12,25,Extreme Fear,22370.44921875,20296.70703125,-0.09270006906083372,0.5231787946106505
2022-09-13,34,Fear,20296.70703125,20241.08984375,-0.0027402074343571003,0.5217451761881604
2022-09-14,27,Fear,20241.08984375,19701.2109375,-0.026672422800232853,0.5078289682548878
2022-09-15,28,Fear,19701.2109375,19772.583984375,0.003622774615297697,0.5096687181499944
2022-09-16,20,Extreme Fear,19772.583984375,20127.576171875,0.017953757980268437,0.518819186965773
2022-09-17,22,Extreme Fear,20127.576171875,19419.505859375,-0.035179114785287124,0.5005675872346947
2022-09-18,27,Fear,19419.505859375,19544.12890625,0.006417415961943007,0.5037799376590459
2022-09-19,21,Extreme Fear,19544.12890625,18890.7890625,-0.033428956945789956,0.48693909981288896
2022-09-20,23,Extreme Fear,18890.7890625,18547.400390625,-0.018177571658806957,0.4780877294325652
2022-09-21,23,Extreme Fear,18547.400390625,19413.55078125,0.04669928789927913,0.5004140859504492
2022-09-22,22,Extreme Fear,19413.55078125,19297.638671875,-0.005970680514919002,0.4974262733180739
2022-09-23,20,Extreme Fear,19297.638671875,18937.01171875,-0.01868762076318642,0.4881305597646606
2022-09-24,24,Extreme Fear,18937.01171875,18802.09765625,-0.007124358610731463,0.48465294260804004
2022-09-25,24,Extreme Fear,18802.09765625,19222.671875,0.022368473265013344,0.495493888997578
2022-09-26,21,Extreme Fear,19222.671875,19110.546875,-0.005832956039052206,0.49260369492543615
2022-09-27,20,Extreme Fear,19110.546875,19426.720703125,0.016544467837213528,0.5007535609126226
2022-09-28,20,Extreme Fear,19426.720703125,19573.05078125,0.007532412719634118,0.5045254434042429
2022-09-29,22,Extreme Fear,19573.05078125,19431.7890625,-0.0072171538473359,0.5008842056592991
2022-09-30,21,Extreme Fear,19431.7890625,19312.095703125,-0.0061596674907298254,0.4977989255010795
2022-10-01,20,Extreme Fear,19312.095703125,19044.107421875,-0.013876706359042923,0.49089111598605395
2022-10-02,24,Extreme Fear,19044.107421875,19623.580078125,0.030427924155919772,0.5058279136320925
2022-10-03,24,Extreme Fear,19623.580078125,20336.84375,0.036347275524413414,0.5242133801768173
2022-10-04,20,Extreme Fear,20336.84375,20160.716796875,-0.008660486125090072,0.5196734374712094
2022-10-05,25,Extreme Fear,20160.716796875,19955.443359375,-0.01018185214187517,0.5143821993688176
2022-10-06,26,Fear,19955.443359375,19546.849609375,-0.02047530303595302,0.5038500679604411
2022-10-07,23,Extreme Fear,19546.849609375,19416.568359375,-0.006665076603316944,0.5004918686608982
2022-10-08,24,Extreme Fear,19416.568359375,19446.42578125,0.0015377290838616275,0.5012614895635743
2022-10-09,22,Extreme Fear,19446.42578125,19141.484375,-0.01568110303046133,0.49340115650052535
2022-10-10,22,Extreme Fear,19141.484375,19051.41796875,-0.00470529894576166,0.49107955655900587
2022-10-11,24,Extreme Fear,19051.41796875,19157.4453125,0.005565325579645286,0.49381257417676455
2022-10-12,20,Extreme Fear,19157.4453125,19382.904296875,0.011768739552548313,0.49962412575002435
2022-10-13,20,Extreme Fear,19382.904296875,19185.65625,-0.010176392755898878,0.4945397544160695
2022-10-14,24,Extreme Fear,19185.65625,19067.634765625,-0.0061515479500473536,0.4914975694035744
2022-10-15,24,Extreme Fear,19067.634765625,19268.09375,0.010513049302600663,0.4966647075828226
2022-10-16,24,Extreme Fear,19268.09375,19550.7578125,0.014670058500208416,0.5039508078980515
2022-10-17,20,Extreme Fear,19550.7578125,19334.416015625,-0.011065647631146036,0.49837426583442024
2022-10-18,22,Extreme Fear,19334.416015625,19139.53515625,-0.010079479991405349,0.49335091239371087
2022-10-19,23,Extreme Fear,19139.53515625,19053.740234375,-0.004482602172654282,0.4911394165219338
2022-10-20,23,Extreme Fear,19053.740234375,19172.46875,0.006231244583192241,0.49419982635072834
2022-10-21,23,Extreme Fear,19172.46875,19208.189453125,0.0018631248583989013,0.4951205823322188
2022-10-22,20,Extreme Fear,19208.189453125,19567.0078125,0.018680488353712166,0.504369676604159
2022-10-23,23,Extreme Fear,19567.0078125,19345.572265625,-0.011316781236911488,0.49866183531149794
2022-10-24,22,Extreme Fear,19345.572265625,20095.857421875,0.03878330120960949,0.5180015874721204
2022-10-25,20,Extreme Fear,20095.857421875,20770.44140625,0.03356831063305088,0.535390025668798
2022-10-26,33,Fear,20770.44140625,20285.8359375,-0.0233314959115013,0.5228985754738479
2022-10-27,32,Fear,20285.8359375,20595.3515625,0.015257721000682789,0.5308768160500823
2022-10-28,30,Fear,20595.3515625,20818.4765625,0.01083375534148523,0.5366282055916356
2022-10-29,34,Fear,20818.4765625,20635.603515625,-0.008784170461560437,0.5319143719592374
2022-10-30,34,Fear,20635.603515625,20495.7734375,-0.006776156462742766,0.5283100369500601
2022-10-31,31,Fear,20495.7734375,20485.2734375,-0.0005123007449325812,0.5280393833245752
2022-11-01,30,Fear,20485.2734375,20159.50390625,-0.015902620594443806,0.5196421733526404
2022-11-02,30,Fear,20159.50390625,20209.98828125,0.0025042468919260763,0.5209434856501725
2022-11-03,30,Fear,20209.98828125,21147.23046875,0.0463751969796804,0.5451023424124806
2022-11-04,30,Fear,21147.23046875,21282.69140625,0.006405611254872046,0.5485940561120951
2022-11-05,38,Fear,21282.69140625,20926.486328125,-0.01673684363155281,0.5394123231777477
2022-11-06,40,Fear,20926.486328125,20602.81640625,-0.015466997985227438,0.5310692338619506
2022-11-07,33,Fear,20602.81640625,18541.271484375,-0.10006131594948431,0.4779297474614394
2022-11-08,31,Fear,18541.271484375,15880.7802734375,-0.14349022466876316,0.40935150062231224
2022-11-09,29,Fear,15880.7802734375,17586.771484375,0.10742489862358795,0.45332604407807775
2022-11-10,22,Extreme Fear,17586.771484375,17034.29296875,-0.03141443647663533,0.4390850618631826
2022-11-11,25,Extreme Fear,17034.29296875,16799.185546875,-0.013802006476365758,0.4330248069956715
2022-11-12,21,Extreme Fear,16799.185546875,16353.365234375,-0.026538209918333333,0.4215331037677746
2022-11-13,22,Extreme Fear,16353.365234375,16618.19921875,0.016194463988263186,0.42835960643660265
2022-11-14,24,Extreme Fear,16618.19921875,16884.61328125,0.016031463998783302,0.43522683804572404
2022-11-15,22,Extreme Fear,16884.61328125,16669.439453125,-0.0127437818409466,0.4296804021703443
2022-11-16,23,Extreme Fear,16669.439453125,16687.517578125,0.0010845070736082985,0.4301463936058889
2022-11-17,20,Extreme Fear,16687.517578125,16697.77734375,0.0006148167681003791,0.4304108548214157
2022-11-18,23,Extreme Fear,16697.77734375,16711.546875,0.0008246325823211276,0.43076578563608614
2022-11-19,23,Extreme Fear,16711.546875,16291.83203125,-0.025115259939095247,0.41994699095696725
2022-11-20,24,Extreme Fear,16291.83203125,15787.2841796875,-0.030969374751391165,0.40694149521830186
2022-11-21,21,Extreme Fear,15787.2841796875,16189.76953125,0.025494274188105903,0.417316173275915
2022-11-22,22,Extreme Fear,16189.76953125,16610.70703125,0.02600021570334854,0.4281664837975848
2022-11-23,22,Extreme Fear,16610.70703125,16604.46484375,-0.0003757930043709612,0.4280055818282676
2022-11-24,20,Extreme Fear,16604.46484375,16521.841796875,-0.004975953615638518,0.42587584590585575
2022-11-25,20,Extreme Fear,16521.841796875,16464.28125,-0.0034839061881034583,0.42439213441094054
2022-11-26,22,Extreme Fear,16464.28125,16444.626953125,-0.0011937537130568554,0.4238855147246954
2022-11-27,26,Fear,16444.626953125,16217.322265625,-0.013822428939733733,0.4180263873188308
2022-11-28,28,Fear,16217.322265625,16444.982421875,0.014038085481754337,0.4238946774776415
2022-11-29,26,Fear,16444.982421875,17168.56640625,0.044000289316970864,0.44254616592658175
2022-11-30,29,Fear,17168.56640625,16967.1328125,-0.011732697360023692,0.43735390569392635
2022-12-01,27,Fear,16967.1328125,17088.66015625,0.007162515027905547,0.44048645961597227
2022-12-02,27,Fear,17088.66015625,16908.236328125,-0.010558102652595158,0.4358357583582686
2022-12-03,27,Fear,16908.236328125,17130.486328125,0.013144481522908036,0.4415645934310315
2022-12-04,26,Fear,17130.486328125,16974.826171875,-0.00908673304822849,0.4375522138469742
2022-12-05,26,Fear,16974.826171875,17089.50390625,0.006755753090715411,0.44050820856802025
2022-12-06,25,Extreme Fear,17089.50390625,16848.126953125,-0.01412428087141393,0.43428634690404216
2022-12-07,29,Fear,16848.126953125,17233.474609375,0.022871839541696026,0.44421927454558074
2022-12-08,25,Extreme Fear,17233.474609375,17133.15234375,-0.005821360340788395,0.4416333140781273
2022-12-09,26,Fear,17133.15234375,17128.724609375,-0.00025843080632004245,0.44151918242467225
2022-12-10,27,Fear,17128.724609375,17104.193359375,-0.0014321702613265819,0.44088685178179843
2022-12-11,26,Fear,17104.193359375,17206.4375,0.005977723618808328,0.44352235152891656
2022-12-12,27,Fear,17206.4375,17781.318359375,0.033410801008343594,0.45834078855860183
2022-12-13,27,Fear,17781.318359375,17815.650390625,0.0019307922256450727,0.45922574938984684
2022-12-14,30,Fear,17815.650390625,17364.865234375,-0.02530276169357326,0.44760606968948297
2022-12-15,31,Fear,17364.865234375,16647.484375,-0.04131220425223303,0.4291144763139318
2022-12-16,29,Fear,16647.484375,16795.091796875,0.008866650272798315,0.4329192843024024
2022-12-17,28,Fear,16795.091796875,16757.9765625,-0.0022098857704312413,0.43196258213627725
2022-12-18,26,Fear,16757.9765625,16439.6796875,-0.01899375344110854,0.4237579913553962
2022-12-19,29,Fear,16439.6796875,16906.3046875,0.028384068842582266,0.43578596735462216
2022-12-20,29,Fear,16906.3046875,16817.53515625,-0.005250676176186131,0.433497796357917
2022-12-21,26,Fear,16817.53515625,16830.341796875,0.0007615052090579333,0.4338279071879587
2022-12-22,28,Fear,16830.341796875,16796.953125,-0.001983838015767403,0.43296726289337845
2022-12-23,27,Fear,16796.953125,16847.755859375,0.003024520816182319,0.43427678139272496
2022-12-24,29,Fear,16847.755859375,16841.986328125,-0.000342451024228807,0.43412806286413824
2022-12-25,29,Fear,16841.986328125,16919.8046875,0.004620497716771643,0.43613395058738846
2022-12-26,28,Fear,16919.8046875,16717.173828125,-0.011975957353969946,0.4309108289945355
2022-12-27,27,Fear,16717.173828125,16552.572265625,-0.009846255365429935,0.4266679709325262
