ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-05-11,250.7665691530016,220.81640334609608,268.7685965796456,250.7665691530016,250.7665691530016,-5.286200794317991,-5.286200794317991,-5.286200794317991,-5.286200794317991,-5.286200794317991,-5.286200794317991,0.0,0.0,0.0,245.48036835868362
2022-05-12,251.18222069057876,222.38011640565628,270.7191287154589,251.18222069057876,251.18222069057876,-4.984967063999907,-4.984967063999907,-4.984967063999907,-4.984967063999907,-4.984967063999907,-4.984967063999907,0.0,0.0,0.0,246.19725362657886
2022-05-13,251.59787222815592,223.4485533955689,274.1103129870981,251.59787222815592,251.59787222815592,-3.289668485462174,-3.289668485462174,-3.289668485462174,-3.289668485462174,-3.289668485462174,-3.289668485462174,0.0,0.0,0.0,248.30820374269373
2022-05-16,252.8448268408874,225.31900874885972,275.71964531554215,252.8448268408874,252.8448268408874,-2.7426262349835953,-2.7426262349835953,-2.7426262349835953,-2.7426262349835953,-2.7426262349835953,-2.7426262349835953,0.0,0.0,0.0,250.10220060590382
2022-05-17,253.2604783784646,226.43471062145613,273.4431086339142,253.2604783784646,253.2604783784646,-3.177660246024644,-3.177660246024644,-3.177660246024644,-3.177660246024644,-3.177660246024644,-3.177660246024644,0.0,0.0,0.0,250.08281813243994
2022-05-18,253.67612991604173,222.0546995515517,274.1973116577465,253.67612991604173,253.67612991604173,-5.286200794314315,-5.286200794314315,-5.286200794314315,-5.286200794314315,-5.286200794314315,-5.286200794314315,0.0,0.0,0.0,248.38992912172742
2022-05-20,254.50743299119608,227.6451347976544,276.19559471502913,254.50743299119608,254.50743299119608,-3.289668485462295,-3.289668485462295,-3.289668485462295,-3.289668485462295,-3.289668485462295,-3.289668485462295,0.0,0.0,0.0,251.21776450573378
2022-05-23,255.75438760392757,229.23787971693937,277.8039463877143,255.75438760392757,255.75438760392757,-2.7426262349466253,-2.7426262349466253,-2.7426262349466253,-2.7426262349466253,-2.7426262349466253,-2.7426262349466253,0.0,0.0,0.0,253.01176136898096
2022-05-24,256.17003914150473,228.6979592187735,278.27149729203256,256.17003914150473,256.17003914150473,-3.17766024601762,-3.17766024601762,-3.17766024601762,-3.17766024601762,-3.17766024601762,-3.17766024601762,0.0,0.0,0.0,252.99237889548712
2022-05-25,256.5856663377698,226.37906958559836,275.92392000823787,256.5856663377698,256.5856663377698,-5.286200794315088,-5.286200794315088,-5.286200794315088,-5.286200794315088,-5.286200794315088,-5.286200794315088,0.0,0.0,0.0,251.29946554345472
2022-05-26,257.00129353403486,224.9741648439262,277.15221629434006,257.00129353403486,257.00129353403486,-4.984967063997877,-4.984967063997877,-4.984967063997877,-4.984967063997877,-4.984967063997877,-4.984967063997877,0.0,0.0,0.0,252.01632647003697
2022-05-27,257.4169207302999,230.3918867090833,278.6514768152642,257.4169207302999,257.4169207302999,-3.2896684854521574,-3.2896684854521574,-3.2896684854521574,-3.2896684854521574,-3.2896684854521574,-3.2896684854521574,0.0,0.0,0.0,254.12725224484777
2022-05-30,258.66380231909505,233.23660324998832,281.73187147947516,258.66380231909505,258.66380231909505,-2.7426262349646873,-2.7426262349646873,-2.7426262349646873,-2.7426262349646873,-2.7426262349646873,-2.7426262349646873,0.0,0.0,0.0,255.92117608413037
2022-05-31,259.0794295153601,231.6069058302235,281.04924131463525,259.0794295153601,259.0794295153601,-3.177660246020135,-3.177660246020135,-3.177660246020135,-3.177660246020135,-3.177660246020135,-3.177660246020135,0.0,0.0,0.0,255.90176926933998
2022-06-01,259.4950567116252,230.76923908305048,278.9341030097975,259.4950567116252,259.4950567116252,-5.286200794316604,-5.286200794316604,-5.286200794316604,-5.286200794316604,-5.286200794316604,-5.286200794316604,0.0,0.0,0.0,254.20885591730857
2022-06-02,259.9106839078902,230.65411633817598,277.56116959264847,259.9106839078902,259.9106839078902,-4.984967064000637,-4.984967064000637,-4.984967064000637,-4.984967064000637,-4.984967064000637,-4.984967064000637,0.0,0.0,0.0,254.92571684388955
2022-06-03,260.32631110415525,231.40859400152175,281.54795038591726,260.32631110415525,260.32631110415525,-3.289668485495252,-3.289668485495252,-3.289668485495252,-3.289668485495252,-3.289668485495252,-3.289668485495252,0.0,0.0,0.0,257.03664261866
2022-06-06,261.4337518713614,233.85457017945026,283.42076261226174,261.4337518713614,261.4337518713614,-2.74262623496408,-2.74262623496408,-2.74262623496408,-2.74262623496408,-2.74262623496408,-2.74262623496408,0.0,0.0,0.0,258.6911256363973
2022-06-07,261.80289879376346,234.8853748568017,282.0629015816056,261.80289879376346,261.80289879376346,-3.1776602460178798,-3.1776602460178798,-3.1776602460178798,-3.1776602460178798,-3.1776602460178798,-3.1776602460178798,0.0,0.0,0.0,258.6252385477456
2022-06-08,262.1720457161655,233.50767100114447,281.515409761052,262.1720457161655,262.1720457161655,-5.286200794316638,-5.286200794316638,-5.286200794316638,-5.286200794316638,-5.286200794316638,-5.286200794316638,0.0,0.0,0.0,256.88584492184884
2022-06-09,262.54119263856757,234.04666510169636,282.486243931846,262.54119263856757,262.54119263856757,-4.984967063997294,-4.984967063997294,-4.984967063997294,-4.984967063997294,-4.984967063997294,-4.984967063997294,0.0,0.0,0.0,257.55622557457025
2022-06-10,262.9103395609696,234.70095950413952,283.8222720122548,262.9103395609696,262.9103395609696,-3.289668485474854,-3.289668485474854,-3.289668485474854,-3.289668485474854,-3.289668485474854,-3.289668485474854,0.0,0.0,0.0,259.6206710754947
2022-06-13,264.0177803281757,236.5757501583563,288.04816868723,264.0177803281757,264.0177803281757,-2.742626234972808,-2.742626234972808,-2.742626234972808,-2.742626234972808,-2.742626234972808,-2.742626234972808,0.0,0.0,0.0,261.2751540932029
2022-06-14,264.38692725057774,237.08591319401077,283.7438448885934,264.38692725057774,264.38692725057774,-3.1776602460220644,-3.1776602460220644,-3.1776602460220644,-3.1776602460220644,-3.1776602460220644,-3.1776602460220644,0.0,0.0,0.0,261.20926700455567
2022-06-15,264.75607417297977,234.50337736515937,284.76872986909336,264.75607417297977,264.75607417297977,-5.2862007943181535,-5.2862007943181535,-5.2862007943181535,-5.2862007943181535,-5.2862007943181535,-5.2862007943181535,0.0,0.0,0.0,259.4698733786616
2022-06-16,265.1252210502124,236.5186197437107,284.25457729078533,265.1252210502124,265.1252210502124,-4.984967064006159,-4.984967064006159,-4.984967064006159,-4.984967064006159,-4.984967064006159,-4.984967064006159,0.0,0.0,0.0,260.14025398620623
2022-06-17,265.4943679274451,236.65868831201428,286.1600490112453,265.4943679274451,265.4943679274451,-3.2896684854749756,-3.2896684854749756,-3.2896684854749756,-3.2896684854749756,-3.2896684854749756,-3.2896684854749756,0.0,0.0,0.0,262.20469944197015
2022-06-20,266.6018085591432,241.03540736233094,288.8837686413848,266.6018085591432,266.6018085591432,-2.742626234972201,-2.742626234972201,-2.742626234972201,-2.742626234972201,-2.742626234972201,-2.742626234972201,0.0,0.0,0.0,263.859182324171
